id,"food","amount",cuisine_id,"created_at","updated_at"
33791,"大根","５cm",71,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33801,"・オリーブ油、塩、こしょう、サラダ油、しょうゆ、酒、みりん、砂糖","適宣",71,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33811,"豚肉","100g",72,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33821,"牛肉","100g",72,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33831,"卵","１個",72,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33841,"大根","大さじ３",72,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33851,"サラダ油","小さじ２",72,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33861,"塩","少々",72,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33871,"こしょう","少々",72,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33881,"豚肉","150g",75,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33891,"キャベツ","300g",75,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33901,"ピーマン","２個",75,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33911,"ねぎ","10cm",75,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33921,"にんにく","１片",75,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33931,"・みそ、砂糖","大さじ２",75,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33941,"・酒、しょうゆ","大さじ１",75,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33951,"ごま油","小さじ２",75,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33961,"こしょう","少々",75,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33971,"とりもも肉","300g",76,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33981,"・酒、しょうゆ","大さじ1/2",76,"0000-00-00 00:00:00","0000-00-00 00:00:00"
33991,"ねぎ","5cm",76,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34001,"にんにく","１片",76,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34011,"・しょうゆ、酢","大さじ１",76,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34021,"・砂糖、ごま油","小さじ1/2",76,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34031,"ご飯","140g",1000,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34041,"ご飯","300g",1017,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34051,"酢","小さじ５",1017,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34061,"砂糖","小さじ２",1017,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34071,"塩","小さじ1/2",1017,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34081,"砂糖","大さじ３",1017,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34091,"しょうゆ","大さじ２",1017,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34101,"みりん","大さじ１",1017,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34111,"ご飯","150g",1001,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34121,"わかめ","15g",1001,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34131,"米","２カップ",1002,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34141,"あさり","300g",1002,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34151,"・酒、しょうゆ","小さじ１",1002,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34161,"豚肉","100g",1003,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34171,"じゃがいも","３個",1043,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34181,"にんじん","1/2本",1003,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34191,"玉ねぎ","小１個",1003,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34201,"にんにく","２片",1003,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34211,"ご飯","茶碗３杯分",1003,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34221,"・バター、しょうゆ","適宣",1003,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34231,"とりもも肉","250g",1004,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34241,"玉ねぎ","1/2個",1004,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34251,"トマト","１個",1004,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34261,"にんにく","１片",1004,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34271,"ご飯","２皿分",1004,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34281,"・バター、しょうゆ、粗びき黒こしょう","適宣",1004,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34291,"牛肉","100g",1005,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34301,"豚肉","100g",1005,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34311,"ピーマン","２個",1005,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34321,"玉ねぎ","1/2個",1005,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34331,"にんじん","1/3本",1005,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34341,"セロリ","1/2本",1005,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34351,"にんにく","１片",1005,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34361,"卵","２個",1005,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34371,"キャベツ","1/3個",1005,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34381,"ご飯","２杯",1005,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34391,"・サラダ油、トマトケチャップ、ウスターソース、しょうゆ","適宣",1005,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34401,"牛肉","50g",1006,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34411,"豚肉","50g",1006,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34421,"玉ねぎ","１個",1006,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34431,"にんじん","1/2本",1006,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34441,"セロリ","1/2本",1006,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34451,"ねぎ","１本",1006,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34461,"にんにく","１片",1006,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34471,"しょうが","10g",1006,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34481,"ご飯","茶碗２杯分",1006,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34491,"・塩、こしょう","適宣",1006,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34501,"えび","６尾",1007,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34511,"いか","１ぱい",1007,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34521,"あさり","１パック",1006,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34531,"牛乳","１カップ",1007,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34541,"生クリーム","1/2カップ",1007,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34551,"ねぎ","１本",1007,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34561,"セロリ","１本",1007,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34571,"トマト","200g",1007,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34581,"ご飯","茶碗２杯分",1007,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34591,"・オリーブ油、塩、こしょう","適宣",1007,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34601,"牛肉","250g",1008,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34611,"じゃがいも","１個",1008,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34621,"セロリ","1/2本",1008,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34631,"ご飯","茶碗２杯分",1008,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34641,"・塩、こしょう、小麦粉、サラダ油","適宣",1008,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34651,"豚肉","300g",1009,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34661,"玉ねぎ","１個",1009,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34671,"にんじん","１本",1009,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34681,"じゃがいも","２個",1009,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34691,"ピーマン","２個",1009,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34701,"トマト","１個",1009,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34711,"にんにく","１片",1009,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34721,"しょうが","1/2片",1009,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34731,"ご飯","２皿分",1009,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34741,"・サラダ油、塩、こしょう","適宣",1009,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34751,"牛肉","600g",1010,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34761,"にんにく","２片",1010,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34771,"玉ねぎ","２個",1010,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34781,"にんじん","２本",1010,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34791,"セロリ","３本",1010,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34801,"・塩、こしょう、オリーブ油","適宣",1010,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34811,"ご飯","茶碗２杯分",1010,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34821,"酒","１カップ",1010,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34831,"とりもも肉","100g",1011,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34841,"卵","５個",1011,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34851,"牛乳","大さじ１",1011,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34861,"玉ねぎ","1/4個",1011,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34871,"ご飯","茶碗２杯分",1011,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34881,"・サラダ油、塩、こしょう、トマトケチャップ、バター","適宣",1011,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34901,"豚肉","150g",1012,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34911,"牛肉","150g",1012,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34921,"にんにく","１片",1012,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34931,"玉ねぎ","１個",1012,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34941,"トマト","200g",1012,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34951,"　・サラダ油、塩、こしょう、トマトケチャップ
　・サラダ油、塩、こしょう、トマトケチャップ
　・サラダ油、塩、こしょう、トマトケチャップ
　・サラダ油、塩、こしょう、トマトケチャップ
・サラダ油、塩、こしょう、トマトケチャップ","適宣",1012,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34961,"レタス","２枚",1012,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34971,"トマト","１個",1012,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34981,"ご飯","茶碗２杯分",1012,"0000-00-00 00:00:00","0000-00-00 00:00:00"
34991,"こしょう","少々",1012,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35001,"ご飯","茶碗２杯分",1013,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35011,"バター","大さじ１",1013,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35021,"にんにく","２片",1013,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35031,"こしょう","適宣",1013,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35041,"ご飯","450g",1014,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35051,"豚肉","50g",1014,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35061,"ねぎ","1/2本",1014,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35071,"卵","１個",1014,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35081,"サラダ油","大さじ２",1014,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35091,"・塩、こしょう、しょうゆ","適宣",1014,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35101,"卵","３個",1015,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35111,"しいたけ","２枚",1015,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35121,"白菜","２枚",1015,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35131,"ご飯","茶碗２杯分",1015,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35141,"しょうゆ","大さじ１",1015,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35151,"砂糖","大さじ１",1015,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35161,"酢","小さじ１",1015,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35171,"片栗粉","小さじ１",1015,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35181,"ごま油","適宣",1015,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35191,"塩","適宣",1015,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35201,"こしょう","適宣",1015,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35211,"イクラ","70g",1016,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35221,"卵","３個",1016,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35231,"しいたけ","４枚",1016,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35241,"米","２合",1016,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35251,"酢","大さじ２",1016,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35261,"しょうゆ","適宣",1016,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35271,"砂糖","適宣",1016,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35291,"米","２カップ",1018,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35301,"玉ねぎ","１個",1018,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35311,"サラダ油","大さじ１",1018,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35321,"バター","大さじ２",1018,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35331,"しいたけ","３枚",1018,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35341,"とうもろこし","1/2カップ",1018,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35351,"・塩、こしょう","適宣",1018,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35361,"えび","６尾",1019,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35371,"鶏手羽元","６本",1019,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35391,"あさり","1/2カップ",1019,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35401,"玉ねぎ","1/2個",1019,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35411,"にんにく","１片",1019,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35421,"ミニトマト","100g",1019,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35431,"いんげん","60g",1019,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35441,"米","３合",1019,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35451,"オリーブオイル","大さじ２",1019,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35461,"塩","小さじ１",1019,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35471,"こしょう","少々",1019,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35481,"レモン","1/2個",1019,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35491,"牛肉","150g",1020,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35501,"玉ねぎ","１個",1020,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35511,"酒","大さじ３",1020,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35521,"みりん","大さじ２",1020,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35531,"砂糖","大さじ１",1020,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35541,"しょうゆ","大さじ３",1020,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35551,"しょうが","1/2かけ",1020,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35561,"ご飯","茶碗２杯分",1020,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35571,"マグロ","200g",1021,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35581,"アボカド","１個",1021,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35591,"ねぎ","１本",1021,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35601,"ご飯","茶碗２杯分",1021,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35611,"しょうゆ","大さじ２",1021,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35621,"ごま","大さじ１",1021,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35631,"オリーブ油","小さじ１",1021,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35651,"とりひき肉","200g",1022,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35661,"酒","大さじ２",1022,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35671,"みりん","大さじ２",1022,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35681,"砂糖","大さじ１",1022,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35691,"しょうゆ","大さじ２",1022,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35701,"卵","２個",1022,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35711,"みりん","大さじ１",1022,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35721,"しょうゆ","大さじ２",1022,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35731,"米","２カップ",1022,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35741,"しょうゆ","大さじ１",1022,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35751,"みりん","大さじ1/2",1022,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35761,"塩","適宣",1022,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35771,"米","２合",1023,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35781,"みりん","適宣",1023,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35791,"塩","適宣",1023,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35801,"ご飯","茶碗２杯分",1025,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35811,"カレー粉","小さじ１",1003,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35821,"カレールー","100g",1003,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35831,"カレールー","70g",1004,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35841,"カレー粉","適宣",1004,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35851,"カレー粉","大さじ２",1005,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35861,"カレー粉","大さじ１",1006,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35871,"カレー粉","大さじ２",1007,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35881,"カレー粉","小さじ１",1008,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35891,"カレールウ","80g",1008,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35901,"カレールウ","100g",1009,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35911,"カレー粉","適宣",1010,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35921,"牛肉","100g",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35931,"しょうゆ","小さじ２",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35941,"にんにく","1/4",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35951,"こしょう","少々",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35961,"卵","２個",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35971,"ほうれん草","１わ",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35981,"しょうゆ","大さじ1/2",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
35991,"ごま油","小さじ１",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36001,"塩","適宣",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36011,"ごま油","小さじ１",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36021,"なす","２個",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36031,"にんにく","1/4",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36041,"大根","10cm",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36051,"酢","小さじ２",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36061,"砂糖","小さじ１",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36071,"にんにく","1/4",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36081,"ご飯","茶碗２杯分",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36091,"塩","適宣",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36101,"ごま油","適宣",1024,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36111,"牛肉","800g",77,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36121,"玉ねぎ","１個",77,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36131,"・塩、こしょう、オリーブ油","適宣",77,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36141,"とりもも肉","200g",1025,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36151,"玉ねぎ","１個",1025,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36161,"サラダ油","大さじ１",1025,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36171,"卵","３個",1025,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36181,"しいたけ","２枚",1025,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36191,"・酒、砂糖、しょうゆ","適宣",1025,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36201,"豚肉","600g",1026,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36211,"にんにく","２片",1026,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36221,"・酒、塩","適宣",1026,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36231,"ねぎ","1/3本",1026,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36241,"にんにく","１片",1026,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36251,"しょうが","１片",1026,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36261,"ご飯","茶碗２杯分",1026,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36271,"・しょうゆ、酒、砂糖、みりん、ごま油","適宣",1026,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36281,"豚肉","６枚",1027,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36291,"ご飯","茶碗２杯分",1026,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36301,"玉ねぎ","1/2個",1027,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36311,"キャベツ","５枚",1027,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36321,"ご飯","茶碗２杯分",1027,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36331,"小麦粉","適宣",1027,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36341,"卵","１個",1027,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36351,"・塩、こしょう、揚げ油、とんかつソース","適宣",1027,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36361,"牛肉","150g",1028,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36371,"レタス","４枚",1028,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36381,"ねぎ","５cm",1028,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36391,"ご飯","どんぶり２杯分",1028,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36401,"サラダ油","適宣",1028,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36411,"しょうゆ","適宣",1028,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36421,"砂糖","大さじ２",1028,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36431,"酒","大さじ１",1028,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36441,"ねぎ","５cm",1028,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36451,"にんにく","１片",1028,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36461,"豚肉","200g",1029,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36471,"玉ねぎ","1/2個",1029,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36481,"ご飯","茶碗２杯分",1029,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36491,"酒","適宣",1029,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36501,"しょうゆ","適宣",1029,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36511,"マグロ","１さく",1030,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36521,"ねぎ","1/4本",1030,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36531,"ご飯","どんぶり２杯分",1030,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36541,"しょうゆ","適宣",1030,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36551,"ミニトマト","４個",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36561,"豚肉","100g",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36571,"牛肉","100g",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36581,"卵","１個",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36591,"にんにく","少々",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36601,"玉ねぎ","1/3個",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36611,"にんじん","２cm",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36621,"サラダ油","少々",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36631,"塩","少々",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36641,"こしょう","少々",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36651,"卵","２個",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36661,"ご飯","茶碗２杯分",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36671,"トマトケチャップ","大さじ２",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36681,"玉ねぎ","1/4個",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36691,"レタス","２枚",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36701,"サラダ油","適宣",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36711,"塩","適宣",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36721,"こしょう","適宣",1031,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36731,"牛肉","160g",1032,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36741,"にんにく","１片",1032,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36751,"ねぎ","5cm",1032,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36761,"にんじん","６cm",1032,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36771,"ご飯","どんぶり２杯分",1032,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36781,"塩","適宣",1032,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36791,"こしょう","適宣",1032,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36801,"バター","適宣",1032,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36811,"しょうゆ","適宣",1032,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36821,"牛肉","150g",1033,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36831,"大根","100g",1033,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36841,"にんじん","1/3本",1033,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36851,"ねぎ","1/2本",1033,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36861,"ご飯","茶碗２杯分",1033,"0000-00-00 00:00:00","0000-00-00 00:00:00"
36871,"酒","適宣",1033,"0000-00-00 00:00:00","0000-00-00 00:00:00"
