id,"genre","name",calorie,"created_at","updated_at"
306,"揚げ物","フライドチキン",486,"2017-10-24 09:36:35","2017-10-24 09:36:35"
307,"揚げ物","春巻き",620,"2017-10-24 09:36:28","2017-10-24 09:36:28"
308,"揚げ物","コロッケ",549,"2017-10-24 09:36:35","2017-10-24 09:36:35"
309,"揚げ物","カレーコロッケ",715,"2017-10-24 09:36:35","2017-10-24 09:36:35"
310,"揚げ物","クリームコロッケ",450,"2017-10-24 09:36:35","2017-10-24 09:36:35"
311,"揚げ物","かぼちゃコロッケ",495,"2017-10-24 09:36:35","2017-10-24 09:36:35"
312,"揚げ物","ささみチーズカツ",296,"2017-10-24 09:36:35","2017-10-24 09:36:35"
313,"揚げ物","白身魚フライ（タルタル）",464,"2017-10-24 09:36:35","2017-10-24 09:36:35"
314,"揚げ物","おろしロースカツ",354,"2017-10-24 09:36:35","2017-10-24 09:36:35"
315,"揚げ物","串カツ",309,"2017-10-24 09:36:35","2017-10-24 09:36:35"
317,"揚げ物","チキンチーズカツ",234,"2017-10-24 09:36:35","2017-10-24 09:36:35"
318,"揚げ物","ハムカツ",257,"2017-10-24 09:36:35","2017-10-24 09:36:35"
319,"揚げ物","フライドポテト",165,"2017-10-24 09:36:35","2017-10-24 09:36:35"
320,"揚げ物","アジフライ",311,"2017-10-24 09:36:35","2017-10-24 09:36:35"
321,"揚げ物","イカフライ",208,"2017-10-24 09:36:35","2017-10-24 09:36:35"
322,"揚げ物","白身魚フライ",229,"2017-10-24 09:36:35","2017-10-24 09:36:35"
323,"揚げ物","海老の天ぷら",58,"2017-10-24 09:36:35","2017-10-24 09:36:35"
324,"揚げ物","豚天",675,"2017-10-24 09:36:35","2017-10-24 09:36:35"
325,"揚げ物","かき揚げ",571,"0000-00-00 00:00:00","0000-00-00 00:00:00"
400,"卵・大豆製品","オムレツ",379,"2017-10-24 09:36:30","2017-10-24 09:36:30"
401,"卵・大豆製品","卵焼き",79,"2017-10-24 09:36:30","2017-10-24 09:36:30"
402,"卵・大豆製品","ゆで卵",99,"2017-10-24 09:36:28","2017-10-24 09:36:28"
403,"卵・大豆製品","温泉卵",25,"2017-10-24 09:36:30","2017-10-24 09:36:30"
404,"卵・大豆製品","味付け卵",79,"2017-10-24 09:36:30","2017-10-24 09:36:30"
405,"卵・大豆製品","だし巻き卵",138,"2017-10-24 09:36:30","2017-10-24 09:36:30"
407,"卵・大豆製品","目玉焼き",361,"2017-10-24 09:36:30","2017-10-24 09:36:30"
408,"卵・大豆製品","茶碗蒸し",406,"2017-10-24 09:36:30","2017-10-24 09:36:30"
409,"卵・大豆製品","かに玉",379,"2017-10-24 09:36:30","2017-10-24 09:36:30"
410,"卵・大豆製品","ニラ玉",356,"2017-10-24 09:36:30","2017-10-24 09:36:30"
411,"卵・大豆製品","冷奴",488,"2017-10-24 09:36:30","2017-10-24 09:36:30"
412,"卵・大豆製品","納豆",112,"2017-10-24 09:36:30","2017-10-24 09:36:30"
413,"卵・大豆製品","豆腐ハンバーグ",220,"2017-10-24 09:36:30","2017-10-24 09:36:30"
500,"パスタ・グラタン","ミートソーススパゲッティ",715,"2017-10-24 09:36:30","2017-10-24 09:36:30"
501,"パスタ・グラタン","ナポリタン",612,"2017-10-24 09:36:31","2017-10-24 09:36:31"
502,"パスタ・グラタン","カルボナーラ",541,"2017-10-24 09:36:31","2017-10-24 09:36:31"
503,"パスタ・グラタン","ジェノベーゼ",469,"2017-10-24 09:36:31","2017-10-24 09:36:31"
504,"パスタ・グラタン","ペペロンチーノ",728,"2017-10-24 09:36:31","2017-10-24 09:36:31"
